Date,Tm,Opp,Quarter,Time,Down,ToGo,Location,Score,Detail,Yds,EPB,EPA,Diff
2020-12-06,Saints,Falcons,3,1:07,4,3,ATL 47,21-9,Thomas Morstead punts 34 yards fair catch by Brandon Powell at ATL-13,0,0.130,0.320,.19
2020-12-06,Giants,Seahawks,4,11:34,4,3,NYG 27,14-5,Riley Dixon punts 43 yards out of bounds,0,-1.570,-0.940,.63
2020-12-06,Bengals,Dolphins,4,12:07,4,11,CIN 24,7-19,Kevin Huber punts 49 yards downed by Mike Thomas. Penalty on Mike Thomas: Kick Catch Interference (Offsetting) . Penalty on Mason Schreck: Illegal Blindside Block (Offsetting) (no play),0,-1.770,-1.770,.00
2020-12-06,Falcons,Saints,3,0:12,4,8,ATL 15,9-21,Sterling Hofrichter punts 48 yards returned by Tommylee Lewis for 8 yards (tackle by Luke Stocker and Jacob Tuioti-Mariner),0,-2.440,-1.930,.51
2020-12-06,Bengals,Dolphins,4,12:07,4,11,CIN 24,7-19,Penalty on DeVante Parker: Disqualification (Offsetting) . Penalty on Nate Holley: Disqualification (Offsetting) . Penalty on Mack Hollins: Disqualification (Offsetting) Penalty on CIN: Disqualification (Offsetting),0,-1.770,-1.770,.00
2020-12-06,Colts,Texans,4,14:26,4,8,CLT 36,24-20,Ryan Allen punts 51 yards returned by Keke Coutee for 11 yards (tackle by George Odum),0,-0.980,-0.540,.44
2020-12-06,Chargers,Patriots,4,13:44,4,7,SDG 20,0-35,Ty Long punts 58 yards returned by Gunner Olszewski for 61 yards (tackle by Ty Long),0,-2.030,-4.440,-2.41
2020-12-06,Bengals,Dolphins,4,11:54,4,11,CIN 24,7-19,Kevin Huber punts 41 yards downed by Jordan Evans,0,-1.770,-1.270,.50
2020-12-06,Packers,Eagles,4,4:57,4,10,GNB 22,23-16,JK Scott punts 47 yards fair catch by Jalen Reagor at PHI-31,0,-1.900,-1.000,.90
2020-12-06,Chiefs,Broncos,4,9:56,4,20,KAN 42,19-16,Tommy Townsend punts 43 yards fair catch by KJ Hamler at DEN-15. Penalty on Duke Dawson: Unnecessary Roughness 7 yards,0,-0.590,0.380,.97
2020-12-06,Saints,Falcons,4,14:52,4,7,NOR 48,21-9,Thomas Morstead punts 37 yards fair catch by Brandon Powell at ATL-15,0,-0.190,0.220,.41
2020-12-06,Eagles,Packers,4,3:03,4,13,PHI 38,16-23,Cameron Johnston punts 42 yards out of bounds,0,-0.850,-0.280,.57
2020-12-06,Dolphins,Bengals,4,10:05,4,4,CIN 41,19-7,Matt Haack punts 32 yards fair catch by Alex Erickson at CIN-9,0,0.530,0.380,-0.15
2020-12-06,Texans,Colts,4,11:17,4,21,HTX 29,20-24,Bryan Anger punts 39 yards out of bounds,0,-1.440,-1.070,.37
2020-12-06,Browns,Titans,4,14:09,4,7,CLE 33,41-21,Jamie Gillan punts 37 yards fair catch by Kalif Raymond at TEN-30,0,-1.180,-0.940,.24
2020-12-06,Vikings,Jaguars,4,10:45,4,5,JAX 40,21-16,Britton Colquitt punts 40 yards touchback.,0,0.590,-0.280,-0.87
2020-12-06,Cardinals,Rams,4,14:00,4,10,CRD 35,14-24,Andy Lee punts 54 yards returned by Nsimba Webster for 4 yards (tackle by Charles Washington). Nsimba Webster fumbles (forced by Charles Washington) recovered by Trent Sherfield at LA-15. Penalty on Johnny Mundt: Illegal Block Above the Waist (Declined),0,-1.040,4.580,5.62
2020-12-06,Broncos,Chiefs,4,6:13,4,3,DEN 49,16-19,Sam Martin punts 36 yards fair catch by Mecole Hardman at KC-15,0,-0.130,0.220,.35
2020-12-06,Titans,Browns,4,12:58,4,12,OTI 28,21-41,Brett Kern punts 42 yards returned by Donovan Peoples-Jones for no gain (tackle by Tye Smith). Penalty on Robert Jackson: Illegal Block Above the Waist 10 yards. Penalty on Elijah Lee: Offensive Holding 10 yards,0,-1.500,-0.280,1.22
2020-12-06,Jaguars,Vikings,4,9:13,4,2,JAX 28,16-21,Logan Cooke punts 44 yards returned by K.J. Osborn for 6 yards (tackle by Quincy Williams and Ross Matiscik). K.J. Osborn fumbles (forced by Quincy Williams) recovered by K.J. Osborn at MIN-34,0,-1.500,-1.200,.30
2020-12-06,Bears,Lions,4,7:29,4,4,DET 40,30-20,Pat O'Donnell punts 32 yards fair catch by Jamal Agnew at DET-8,0,0.590,0.380,-0.21
2020-12-06,Vikings,Jaguars,4,7:08,4,11,MIN 33,21-16,Britton Colquitt punts 49 yards fair catch by Keelan Cole at JAC-18,0,-1.180,-0.040,1.14
2020-12-06,Lions,Bears,4,6:50,4,5,DET 13,20-30,Jack Fox punts 42 yards downed by Bobby Price,0,-2.490,-1.930,.56
2020-12-06,Bengals,Dolphins,4,5:49,4,18,CIN 12,7-19,Kevin Huber punts 48 yards fair catch by Jakeem Grant at MIA-40,0,-2.490,-1.600,.89
2020-12-06,Browns,Titans,4,5:50,4,10,CLE 44,41-21,Jamie Gillan punts 47 yards fair catch by Kalif Raymond at TEN-9,0,-0.460,0.380,.84
2020-12-06,Bears,Lions,4,4:43,4,12,CHI 43,30-20,Pat O'Donnell punts 53 yards downed by Cordarrelle Patterson,0,-0.520,0.380,.90
2020-12-06,Giants,Seahawks,4,1:55,4,5,SEA 42,17-12,Riley Dixon punts 42 yards touchback.,0,0.460,-0.280,-0.74
2020-12-06,Patriots,Chargers,4,2:14,4,2,NWE 38,45-0,Jake Bailey punts 53 yards fair catch by K.J. Hill at LAC-9,0,-0.850,0.380,1.23
2020-12-06,Jets,Raiders,4,0:42,4,5,NYJ 14,28-24,Braden Mann punts 47 yards downed by Arthur Maulet,0,-2.470,-1.530,.94
2020-12-06,Colts,Texans,4,2:50,4,12,CLT 49,26-20,Ryan Allen punts 51 yards touchback.,0,-0.130,-0.280,-0.15
2020-12-06,Saints,Falcons,4,5:18,4,2,NOR 46,21-16,Thomas Morstead punts 39 yards fair catch by Brandon Powell at ATL-15,0,-0.320,0.220,.54
2020-12-06,Saints,Falcons,4,0:38,4,4,NOR 26,21-16,Thomas Morstead punts 40 yards returned by Brandon Powell for 5 yards (tackle by J.T. Gray),0,-1.630,-1.530,.10
2020-12-06,Vikings,Jaguars,5,8:16,4,14,MIN 20,24-24,Britton Colquitt punts 52 yards returned by Keelan Cole for no gain (tackle by Dan Chisena). Penalty on Brandon Watson: Offensive Holding 10 yards,0,-2.030,-0.040,1.99
2021-01-03,Panthers,Saints,1,13:40,4,22,CAR 13,0-0,Joseph Charlton punts 39 yards returned by Tommylee Lewis for 10 yards (tackle by Corn Elder and Julian Stanford),0,-2.490,-2.790,-0.30
2021-01-03,Raiders,Broncos,1,13:47,4,6,RAI 29,0-0,AJ Cole punts 56 yards returned by Diontae Spencer for 13 yards (tackle by Derek Carrier and Keisean Nixon),0,-1.440,-0.810,.63
2021-01-03,Texans,Titans,1,12:54,4,2,OTI 47,0-0,Penalty on Bryan Anger: Delay of Game 5 yards (no play),0,0.130,-0.190,-0.32
2021-01-03,Texans,Titans,1,12:41,4,7,HTX 48,0-0,Bryan Anger punts 42 yards fair catch by Kalif Raymond at TEN-10,0,-0.190,0.380,.57
2021-01-03,Eagles,Washington,1,12:39,4,2,PHI 50,0-0,Cameron Johnston punts 41 yards fair catch by Steven Sims at WAS-9,0,-0.060,0.380,.44
2021-01-03,Seahawks,49ers,1,13:07,4,12,SEA 33,0-0,Michael Dickson punts 47 yards returned by River Cracraft for 5 yards (tackle by Cody Barton),0,-1.180,-0.610,.57
2021-01-03,Vikings,Lions,1,13:22,4,15,MIN 34,0-0,Britton Colquitt punts 49 yards returned by Jamal Agnew for 10 yards (tackle by Andrew DePaola),0,-1.110,-0.740,.37
2021-01-03,Steelers,Browns,1,12:17,4,5,PIT 49,0-0,Jordan Berry punts 36 yards fair catch by Donovan Peoples-Jones at CLE-15,0,-0.130,0.220,.35
2021-01-03,Jaguars,Colts,1,13:10,4,6,JAX 44,0-0,Logan Cooke punts 41 yards returned by Nyheim Hines for 7 yards (tackle by Dakota Allen),0,-0.460,-0.410,.05
2021-01-03,Cardinals,Rams,1,11:41,4,20,CRD 41,0-0,Andy Lee punts 54 yards downed by Trent Sherfield,0,-0.650,0.380,1.03
2021-01-03,Lions,Vikings,1,11:50,4,7,DET 30,0-0,Jack Fox punts 58 yards returned by Chad Beebe for 13 yards (tackle by Jahlani Tavai and Christian Jones),0,-1.370,-0.610,.76
2021-01-03,49ers,Seahawks,1,10:58,4,1,SFO 34,0-0,Mitch Wishnowsky punts 49 yards fair catch by D.J. Reed at SEA-17,0,-1.110,0.060,1.17
2021-01-03,Titans,Texans,1,9:11,4,12,OTI 40,0-0,Brett Kern punts 46 yards returned by Keke Coutee for 2 yards (tackle by Darrynton Evans),0,-0.720,0.140,.86
2021-01-03,Vikings,Lions,1,9:37,4,1,MIN 34,0-0,Britton Colquitt punts 50 yards returned by Jamal Agnew for 12 yards (tackle by Hardy Nickerson). Jamal Agnew fumbles (forced by Hardy Nickerson) recovered by Andrew DePaola at DET-42. Penalty on Justin Coleman: Illegal Block Above the Waist (Declined),0,-1.110,2.790,3.90
2021-01-03,Seahawks,49ers,1,9:39,4,1,SEA 26,0-0,Michael Dickson punts 63 yards fair catch by River Cracraft at SF-11,0,-1.630,0.370,2.00
2021-01-03,Cowboys,Giants,1,8:37,4,16,DAL 38,0-6,Hunter Niswander punts 48 yards fair catch by Jabrill Peppers at NYG-14,0,-0.850,0.280,1.13
2021-01-03,Rams,Cardinals,1,8:41,4,7,RAM 22,0-7,Johnny Hekker punts 49 yards returned by Byron Murphy for no gain (tackle by Nick Scott),0,-1.900,-0.870,1.03
2021-01-03,Jaguars,Colts,1,8:50,4,3,JAX 32,0-7,Logan Cooke punts 52 yards fair catch by Nyheim Hines at IND-16,0,-1.240,0.140,1.38
2021-01-03,Steelers,Browns,1,7:32,4,1,PIT 34,0-7,Jordan Berry punts 56 yards returned by Donovan Peoples-Jones for no gain (tackle by Justin Layne),0,-1.110,0.380,1.49
2021-01-03,Vikings,Lions,1,8:29,4,16,DET 48,0-0,Britton Colquitt punts 38 yards fair catch by Jamal Agnew at DET-10,0,0.070,0.380,.31
2021-01-03,Bengals,Ravens,1,6:52,4,18,CIN 10,0-3,Kevin Huber punts 53 yards returned by Devin Duvernay for 4 yards (tackle by Shawn Williams). Penalty on Nate Brooks: Illegal Block Above the Waist 10 yards,0,-2.490,-1.000,1.49
2021-01-03,Panthers,Saints,1,7:34,4,6,CAR 29,0-7,Joseph Charlton punts 51 yards fair catch by Tommylee Lewis at NO-20,0,-1.440,-0.280,1.16
2021-01-03,Cardinals,Rams,1,7:13,4,4,CRD 35,7-0,Andy Lee punts 44 yards downed by Charles Washington,0,-1.040,-0.340,.70
2021-01-03,Jets,Patriots,1,7:13,4,10,NWE 45,0-7,Braden Mann punts 36 yards downed by Matthias Farley,0,0.270,0.380,.11
2021-01-03,Bills,Dolphins,1,5:59,4,8,BUF 43,0-3,Corey Bojorquez punts 57 yards touchback.,0,-0.520,-0.280,.24
2021-01-03,49ers,Seahawks,1,6:41,4,3,SFO 28,0-0,Mitch Wishnowsky punts 40 yards fair catch by D.J. Reed at SEA-32,0,-1.500,-1.070,.43
2021-01-03,Saints,Panthers,1,6:00,4,8,NOR 22,7-0,Thomas Morstead punts 42 yards out of bounds,0,-1.900,-1.330,.57
2021-01-03,Patriots,Jets,1,4:30,4,5,NWE 30,7-0,Jake Bailey punts 47 yards fair catch by Braxton Berrios at NYJ-23,0,-1.370,-0.480,.89
2021-01-03,Dolphins,Bills,1,4:22,4,1,MIA 29,3-0,Matt Haack punts 32 yards downed by Calvin Munson,0,-1.440,-1.530,-0.09
2021-01-03,Browns,Steelers,1,2:59,4,7,CLE 40,7-0,Jamie Gillan punts 50 yards fair catch by Ray-Ray McCloud at PIT-10,0,-0.720,0.380,1.10
2021-01-03,Bills,Dolphins,1,2:49,4,4,BUF 45,0-3,Corey Bojorquez punts 54 yards out of bounds,0,-0.390,0.380,.77
2021-01-03,Bengals,Ravens,1,2:18,4,8,CIN 22,0-10,Kevin Huber punts 56 yards out of bounds,0,-1.900,-0.410,1.49
2021-01-03,Dolphins,Bills,1,0:41,4,3,MIA 8,3-0,Matt Haack punts 42 yards out of bounds,0,-2.490,-2.260,.23
2021-01-03,Giants,Cowboys,1,1:44,4,12,NYG 49,6-3,Riley Dixon punts 51 yards touchback.,0,-0.130,-0.280,-0.15
2021-01-03,Jets,Patriots,2,15:00,4,14,NYJ 50,0-7,Braden Mann punts 32 yards returned by Gunner Olszewski for 17 yards (tackle by Ryan Griffin),0,-0.060,-1.270,-1.21
2021-01-03,49ers,Seahawks,1,0:40,4,7,SFO 28,0-3,Mitch Wishnowsky punts 49 yards returned by D.J. Reed for 7 yards (tackle by Matt Cole),0,-1.500,-0.940,.56
2021-01-03,Falcons,Buccaneers,2,14:51,4,6,ATL 29,3-10,Sterling Hofrichter punts 43 yards returned by Jaydon Mickens for no gain (tackle by Brian Hill). Penalty on Brian Hill: Unnecessary Roughness 15 yards,0,-1.440,-1.800,-0.36
2021-01-03,Saints,Panthers,1,0:11,4,13,NOR 22,7-7,Thomas Morstead punts 40 yards returned by Pharoh Cooper for 8 yards (tackle by Justin Hardee),0,-1.900,-1.990,-0.09
2021-01-03,Cowboys,Giants,1,0:11,4,4,DAL 26,3-6,Hunter Niswander punts 39 yards fair catch by Jabrill Peppers at NYG-35,0,-1.630,-1.270,.36
2021-01-03,Bears,Packers,2,12:33,4,9,CHI 37,7-7,Pat O'Donnell punts 53 yards returned by Tavon Austin for 7 yards (tackle by Demetrius Harris). Tavon Austin fumbles (forced by Demetrius Harris) recovered by DeAndre Houston-Carson at GB-20,0,-0.910,4.240,5.15
2021-01-03,Steelers,Browns,2,14:14,4,6,PIT 41,0-7,Jordan Berry punts 38 yards returned by Donovan Peoples-Jones for 4 yards (tackle by James Pierre and Justin Layne),0,-0.650,-0.610,.04
2021-01-03,Patriots,Jets,2,12:37,4,4,NYJ 47,7-0,Jake Bailey punts 37 yards fair catch by Braxton Berrios at NYJ-10,0,0.130,0.380,.25
2021-01-03,Bengals,Ravens,2,13:12,4,7,RAV 44,0-10,Kevin Huber punts 37 yards fair catch by Devin Duvernay at BAL-7,0,0.330,0.380,.05
2021-01-03,Giants,Cowboys,2,13:29,4,6,NYG 50,6-3,Riley Dixon punts 41 yards fair catch by CeeDee Lamb at DAL-9. Penalty on Cam Brown: Offensive Holding 10 yards,0,-0.060,-0.150,-0.09
2021-01-03,Chargers,Chiefs,2,12:06,4,10,SDG 48,7-14,Ty Long punts 40 yards muffed catch by Mecole Hardman recovered by Joe Reed at KC-17,0,-0.190,4.440,4.63
2021-01-03,Texans,Titans,2,12:36,4,2,HTX 46,3-10,A.J. McCarron pass complete deep right to Steven Mitchell for 20 yards (tackle by Kalif Raymond),0,-0.320,3.310,3.63
2021-01-03,Jets,Patriots,2,10:17,4,15,NYJ 20,0-7,Braden Mann punts 52 yards returned by Gunner Olszewski for 7 yards (tackle by Tarell Basham). Penalty on Terrence Brooks: Illegal Block Above the Waist 10 yards,0,-2.030,-0.610,1.42
2021-01-03,Cardinals,Rams,2,13:07,4,4,CRD 31,7-3,Andy Lee punts 51 yards fair catch by Nsimba Webster at LA-18,0,-1.310,-0.040,1.27
2021-01-03,Cowboys,Giants,2,11:55,4,4,DAL 25,3-6,Hunter Niswander punts 48 yards returned by Jabrill Peppers for 20 yards (tackle by Luke Gifford and Dorance Armstrong),0,-1.700,-2.060,-0.36
2021-01-03,Jaguars,Colts,2,10:23,4,17,JAX 15,0-17,Logan Cooke punts 61 yards returned by Nyheim Hines for 8 yards (tackle by Joe Giles-Harris and Nathan Cottrell),0,-2.440,-1.070,1.37
2021-01-03,Washington,Eagles,2,8:15,4,11,WAS 35,10-7,Tress Way punts 45 yards returned by Greg Ward for 15 yards (tackle by Nick Sundberg),0,-1.040,-1.270,-0.23
2021-01-03,Dolphins,Bills,2,9:50,4,7,BUF 46,3-7,Matt Haack punts 34 yards fair catch by Isaiah McKenzie at BUF-12,0,0.200,0.350,.15
2021-01-03,Giants,Cowboys,2,10:46,4,7,NYG 50,6-3,Riley Dixon punts 38 yards fair catch by CeeDee Lamb at DAL-12,0,-0.060,0.350,.41
2021-01-03,Colts,Jaguars,2,8:33,4,4,CLT 38,17-0,Rigoberto Sanchez punts 53 yards returned by Chris Claybrooks for 13 yards (tackle by Trey Burton),0,-0.850,-0.410,.44
2021-01-03,Chiefs,Chargers,2,8:23,4,2,KAN 34,14-14,Tommy Townsend punts 44 yards fair catch by K.J. Hill at LAC-22,0,-1.110,-0.410,.70
2021-01-03,Cowboys,Giants,2,9:56,4,10,DAL 12,3-6,Hunter Niswander punts 53 yards fair catch by Jabrill Peppers at NYG-35,0,-2.490,-1.270,1.22
2021-01-03,49ers,Seahawks,2,8:17,4,15,SFO 20,0-6,Mitch Wishnowsky punts 45 yards returned by D.J. Reed for 7 yards (tackle by Matt Cole and Demetrius Flannigan-Fowles). Penalty on Freddie Swain: Illegal Block Above the Waist 10 yards,0,-2.030,-1.070,.96
2021-01-03,Patriots,Jets,2,5:56,4,19,NYJ 45,7-0,Jake Bailey punts 45 yards touchback.,0,0.270,-0.280,-0.55
2021-01-03,Seahawks,49ers,2,6:47,4,19,SEA 23,6-0,Michael Dickson punts 61 yards returned by River Cracraft for 5 yards (tackle by Cody Barton),0,-1.830,-0.340,1.49
2021-01-03,Washington,Eagles,2,2:02,4,13,WAS 19,10-14,Tress Way punts 45 yards returned by Greg Ward for no gain (tackle by Jordan Kunaszyk). Penalty on Elijah Riley: Offensive Holding 10 yards,0,-2.140,-0.670,1.47
2021-01-03,Dolphins,Bills,2,5:44,4,6,MIA 29,3-20,Matt Haack punts 55 yards returned by Isaiah McKenzie for 84 yards touchdown,0,-1.440,-7.000,-5.56
2021-01-03,Rams,Cardinals,2,3:07,4,2,RAM 49,5-7,Johnny Hekker punts 31 yards fair catch by Byron Murphy at ARI-20,0,-0.130,-0.280,-0.15
2021-01-03,Eagles,Washington,2,1:37,4,10,PHI 26,14-10,Cameron Johnston punts 49 yards returned by Steven Sims for 20 yards (tackle by Rick Lovato),0,-1.630,-1.930,-0.30
2021-01-03,Browns,Steelers,2,2:38,4,4,CLE 30,10-3,Jamie Gillan punts 49 yards returned by Ray-Ray McCloud for 3 yards (tackle by Karl Joseph and Stephen Carlson),0,-1.370,-0.540,.83
2021-01-03,Raiders,Broncos,2,4:40,4,8,DEN 42,10-10,AJ Cole punts 38 yards downed by Dallin Leavitt,0,0.460,0.380,-0.08
2021-01-03,Cardinals,Rams,2,2:00,4,6,CRD 24,7-5,Andy Lee punts 52 yards fair catch by Nsimba Webster at LA-24,0,-1.770,-0.540,1.23
2021-01-03,Rams,Cardinals,2,1:25,4,6,RAM 28,5-7,Johnny Hekker punts 40 yards returned by Byron Murphy for 3 yards (tackle by Samson Ebukam),0,-1.500,-1.270,.23
2021-01-03,Lions,Vikings,2,1:04,4,15,DET 43,16-14,Jack Fox punts 43 yards returned by Chad Beebe for 7 yards (tackle by Mike Ford),0,-0.520,-0.340,.18
2021-01-03,Bengals,Ravens,3,12:43,4,13,CIN 40,3-17,Kevin Huber punts 30 yards downed by Shawn Williams,0,-0.720,-0.940,-0.22
2021-01-03,Broncos,Raiders,2,1:52,4,2,DEN 24,10-10,Sam Martin punts 53 yards returned by Hunter Renfrow for 21 yards (tackle by Josh Watson),0,-1.770,-1.860,-0.09
2021-01-03,Patriots,Jets,2,0:46,4,10,NYJ 47,7-7,Jake Bailey punts 38 yards fair catch by Braxton Berrios at NYJ-9,0,0.130,0.380,.25
2021-01-03,Washington,Eagles,3,12:41,4,7,WAS 28,17-14,Tress Way punts 47 yards returned by Greg Ward for 3 yards (tackle by Jeremy Sprinkle and Jordan Kunaszyk),0,-1.500,-0.810,.69
2021-01-03,Dolphins,Bills,2,0:41,4,5,MIA 30,6-28,Matt Haack punts 55 yards downed by Mack Hollins,0,-1.370,0.220,1.59
2021-01-03,Packers,Bears,3,12:27,4,13,GNB 44,21-13,JK Scott punts 45 yards fair catch by DeAndre Carter at CHI-11,0,-0.460,0.370,.83
2021-01-03,Eagles,Washington,3,11:10,4,3,PHI 35,14-17,Cameron Johnston punts 47 yards out of bounds,0,-1.040,-0.040,1.00
2021-01-03,Seahawks,49ers,3,8:39,4,8,SEA 27,6-6,Michael Dickson punts 43 yards returned by River Cracraft for 21 yards (tackle by Michael Dickson),0,-1.570,-2.320,-0.75
2021-01-03,Bengals,Ravens,3,9:07,4,26,CIN 9,3-24,Kevin Huber punts 47 yards returned by Devin Duvernay for 6 yards (tackle by Shawn Williams),0,-2.490,-2.260,.23
2021-01-03,Washington,Eagles,3,9:39,4,5,WAS 23,17-14,Tress Way punts 48 yards fair catch by Greg Ward at PHI-29,0,-1.830,-0.870,.96
2021-01-03,Chargers,Chiefs,3,11:21,4,26,SDG 37,24-14,Ty Long punts 47 yards downed by Justin Jackson. Penalty on Rashad Fenton: Offensive Holding 8 yards,0,-0.910,0.380,1.29
2021-01-03,Browns,Steelers,3,11:26,4,5,CLE 40,10-6,Jamie Gillan punts 40 yards out of bounds,0,-0.720,-0.280,.44
2021-01-03,Patriots,Jets,3,9:16,4,4,NWE 35,7-14,Jake Bailey punts 65 yards touchback.,0,-1.040,-0.280,.76
2021-01-03,Cowboys,Giants,3,14:19,4,7,DAL 28,9-20,Hunter Niswander punts 49 yards returned by Jabrill Peppers for 19 yards (tackle by Rico Dowdle and Sean McKeon),0,-1.500,-1.730,-0.23
2021-01-03,Seahawks,49ers,3,5:17,4,9,SEA 26,6-9,Michael Dickson punts 52 yards returned by River Cracraft for 5 yards (tackle by Nick Bellore),0,-1.630,-0.740,.89
2021-01-03,Saints,Panthers,3,7:04,4,5,NOR 46,19-7,Thomas Morstead punts 32 yards fair catch by Pharoh Cooper at CAR-22,0,-0.320,-0.410,-0.09
2021-01-03,Colts,Jaguars,3,4:28,4,1,CLT 34,20-14,Rigoberto Sanchez punts 40 yards fair catch by Keelan Cole at JAC-26,0,-1.110,-0.670,.44
2021-01-03,Eagles,Washington,3,5:06,4,12,WAS 41,14-17,Cameron Johnston punts 41 yards touchback.,0,0.530,-0.280,-0.81
2021-01-03,Jets,Patriots,3,7:20,4,1,NYJ 29,14-7,Braden Mann punts 41 yards returned by Gunner Olszewski for 12 yards (tackle by Daniel Brown and Matthias Farley),0,-1.440,-1.730,-0.29
2021-01-03,Packers,Bears,3,4:33,4,1,GNB 34,21-16,JK Scott punts 42 yards fair catch by DeAndre Carter at CHI-24,0,-1.110,-0.540,.57
2021-01-03,Jaguars,Colts,3,4:08,4,10,JAX 26,14-20,Logan Cooke punts 52 yards fair catch by Nyheim Hines at IND-22,0,-1.630,-0.410,1.22
2021-01-03,Cardinals,Rams,3,3:17,4,8,RAM 48,7-15,Andy Lee punts 48 yards touchback.,0,0.070,-0.280,-0.35
2021-01-03,Bills,Dolphins,3,8:36,4,13,MIA 45,28-13,Corey Bojorquez punts 34 yards out of bounds,0,0.270,0.370,.10
2021-01-03,Raiders,Broncos,3,10:01,4,14,RAI 21,17-13,AJ Cole punts 59 yards muffed catch by Diontae Spencer recovered by Diontae Spencer at DEN-20 returned by Diontae Spencer for 19 yards (tackle by Nicholas Morrow),0,-1.960,-1.530,.43
2021-01-03,Panthers,Saints,3,4:35,4,10,CAR 18,7-26,Joseph Charlton punts 49 yards returned by Tommylee Lewis for 10 yards (tackle by Corn Elder),0,-2.240,-1.800,.44
2021-01-03,Bengals,Ravens,4,15:00,4,7,CIN 28,3-38,Kevin Huber punts 72 yards touchback.,0,-1.500,-0.280,1.22
2021-01-03,Broncos,Raiders,3,8:09,4,1,DEN 48,13-17,Sam Martin punts 47 yards out of bounds,0,-0.190,0.380,.57
2021-01-03,Jaguars,Colts,4,14:52,4,17,JAX 25,14-20,Logan Cooke punts 44 yards fair catch by Nyheim Hines at IND-31,0,-1.700,-1.000,.70
2021-01-03,Washington,Eagles,4,12:47,4,4,WAS 31,17-14,Tress Way punts 48 yards returned by Greg Ward for no gain (tackle by Jared Norris). Penalty on Caleb Wilson: Offensive Holding 10 yards,0,-1.310,0.370,1.68
2021-01-03,Giants,Cowboys,3,4:37,4,11,DAL 48,20-16,Riley Dixon punts 48 yards touchback.,0,0.070,-0.280,-0.35
2021-01-03,Colts,Jaguars,4,11:12,4,8,JAX 40,20-14,Rigoberto Sanchez punts 40 yards touchback.,0,0.590,-0.280,-0.87
2021-01-03,Bengals,Ravens,4,8:30,4,6,CIN 28,3-38,Kevin Huber punts 44 yards downed by Jordan Evans,0,-1.500,-0.810,.69
2021-01-03,Jets,Patriots,4,12:21,4,6,NYJ 31,14-21,Braden Mann punts 26 yards downed by Thomas Hennessy,0,-1.310,-1.800,-0.49
2021-01-03,Ravens,Bengals,4,6:07,4,7,RAV 31,38-3,Johnny Townsend punts 55 yards returned by Alex Erickson for 28 yards (tackle by Malik Harrison),0,-1.310,-1.730,-0.42
2021-01-03,49ers,Seahawks,4,7:52,4,5,SFO 41,16-12,Mitch Wishnowsky punts 44 yards fair catch by D.J. Reed at SEA-15,0,-0.650,0.220,.87
2021-01-03,Jaguars,Colts,4,8:06,4,15,JAX 47,14-20,Logan Cooke punts 39 yards returned by Nyheim Hines for 14 yards (tackle by Eric Saubert and Shaquille Quarterman),0,-0.260,-0.810,-0.55
2021-01-03,Rams,Cardinals,4,7:55,4,8,RAM 22,18-7,Johnny Hekker punts 47 yards out of bounds,0,-1.900,-1.000,.90
2021-01-03,Chiefs,Chargers,4,5:34,4,10,KAN 20,21-38,Tommy Townsend punts 38 yards downed by Armani Watts,0,-2.030,-1.730,.30
2021-01-03,Saints,Panthers,4,8:15,4,4,NOR 36,33-7,Thomas Morstead punts 51 yards fair catch by Pharoh Cooper at CAR-13,0,-0.980,0.320,1.30
2021-01-03,Colts,Jaguars,4,6:00,4,11,JAX 45,20-14,Rigoberto Sanchez punts 40 yards returned by Brandon Watson for 3 yards (tackle by George Odum),0,0.270,0.370,.10
2021-01-03,Giants,Cowboys,4,12:43,4,19,NYG 18,20-19,Riley Dixon punts 48 yards returned by CeeDee Lamb for -2 yards (tackle by C.J. Board),0,-2.240,-1.070,1.17
2021-01-03,Eagles,Washington,4,4:38,4,21,PHI 28,14-20,Cameron Johnston punts 48 yards muffed catch by Steven Sims recovered by Steven Sims at WAS-25 returned by Steven Sims for no gain (tackle by Rudy Ford),0,-1.500,-0.610,.89
2021-01-03,Broncos,Raiders,4,11:46,4,18,RAI 39,24-17,Sam Martin punts 19 yards out of bounds. Penalty on Trayvon Mullen: Offensive Holding 10 yards,0,0.660,0.380,-0.28
2021-01-03,Ravens,Bengals,4,1:13,4,7,RAV 7,38-3,Johnny Townsend punts 45 yards returned by Alex Erickson for -2 yards (tackle by Chris Moore),0,-2.490,-1.990,.50
2021-01-03,Jaguars,Colts,4,4:36,4,6,JAX 15,14-20,Logan Cooke punts 46 yards returned by Nyheim Hines for 11 yards (tackle by Andrew Wingard),0,-2.440,-2.260,.18
2021-01-03,Cowboys,Giants,4,10:46,4,12,DAL 46,19-20,Hunter Niswander punts 54 yards touchback.,0,-0.320,-0.280,.04
2021-01-03,Cardinals,Rams,4,4:31,4,21,CRD 49,7-18,Andy Lee punts 51 yards touchback.,0,-0.130,-0.280,-0.15
2021-01-03,Saints,Panthers,4,2:30,4,21,NOR 20,33-7,Thomas Morstead punts 44 yards fair catch by Pharoh Cooper at CAR-36,0,-2.030,-1.330,.70
2021-01-03,Washington,Eagles,4,1:02,4,1,PHI 36,20-14,Tress Way punts 28 yards fair catch by Greg Ward at PHI-8,0,0.890,0.380,-0.51
2021-01-03,Rams,Cardinals,4,0:29,4,9,RAM 32,18-7,Johnny Hekker punts 55 yards out of bounds,0,-1.240,0.320,1.56
